Year,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4,Total_Returns_NextYear,Pacea_ALPI_Anomaly,npi_mean_NovMar,oni_mean_DecFeb,mei_mean_AprSep,npgo_mean_DecFeb,ao_mean_DecMar,pdo_mean_DecMar,pdo_mean_MaySep,sst_aprjul,sst_anom,sss_mayaug,total_spawners_y_minus_2,total_spawners_y_minus_3,total_spawners_y_minus_4,total_spawners_y_minus_2_to_4,River_Alagnak,River_Egegik,River_Igushik,River_Kvichak,River_Naknek,River_Nushagak,River_Wood
2006,12640215.1912306,0.0,4.41884996157493e-09,27855.8593496635,2.38629869214786e-08,0.0,4139.74833188124,5937283.88446856,5495801.17948832,60784.7744562739,0.0,0.0,562702.140515434,550290.435233913,0.0,1357.16938656329,0.0,0.0,0.0,7794243.46671246,0.37,1010.108,25.90333333333333,0.0016666666666666,-1.04372476,-1.0085,0.02,-0.432,5.3635267317295074,-0.2432415234320091,31.60625827134545,1543392.0,1459782.0,1283682.0,4286856.0,0,0,0,0,0,0,1
2007,7794243.46671246,0.0,0.0,0.0,0.0,0.0,10784.4738201332,5350245.61154718,2121062.95633507,13526.8353224493,2.60134625150788e-06,0.0,236544.500564186,62043.8714674345,5.517852654624051e-09,0.0,0.0,0.0,35.2176533991905,6804843.23965994,0.55,1009.826,27.316666666666663,-0.7116666666666667,-0.1777491063333333,1.04775,-0.73,-0.162,5.147193297743797,-0.4595749574177192,31.794008518332863,1496550.0,1543392.0,1459782.0,4499724.0,0,0,0,0,0,0,1
2008,6804843.23965994,0.0,6.8398202297482414e-09,1.02596726052047e-08,5.129837915871409e-09,0.0,2.05192782716129e-08,3914076.52454261,2811164.29411134,1.70994597160928e-08,0.0,0.0,37752.9984207907,41849.4225851391,0.0,0.0,0.0,0.0,0.0,6673678.51136544,-1.1,1009.304,25.12333333333333,-0.9516666666666668,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,4.132083684206009,-1.4746845709555076,31.23010551395701,4010000.0,1496550.0,1543392.0,7049942.0,0,0,0,0,0,0,1
2009,6673678.51136544,0.0,0.0,0.0,0.0,0.0,40677.0334732011,2515742.97661026,3867602.64820086,49755.5047518168,0.0,0.0,112868.386957441,87031.9613718577,0.0,0.0,0.0,0.0,0.0,8809666.87348298,-3.96,1013.466,25.916666666666664,-0.0066666666666666,0.66514552,0.22425,-1.74,-0.584,4.4400522112846375,-1.166716043876879,31.84560984995828,1528086.0,4010000.0,1496550.0,7034636.0,0,0,0,0,0,0,1
2010,8809666.87348298,0.0,106.828735904747,405.119381352085,1713.08342619165,0.0,2505.6877592649,4545899.60078363,3860079.30013579,23501.0662585408,0.0,2333.63431699159,235871.353075303,137251.199610012,0.0,0.0,0.0,0.0,0.0,4949205.89166951,4.08,1006.49,28.136666666666667,-1.3316666666666666,1.6738658666666666,-2.6745,-0.0925,-1.524,4.517939180135727,-1.0888290750257896,31.85752287195689,1724676.0,1528086.0,4010000.0,7262762.0,0,0,0,0,0,0,1
2011,4949205.89166951,0.0,687.122301655,4.1309008829504e-09,2356.68011206484,0.0,2.26823960305547e-07,1466827.17641917,3188317.58366476,9697.70557680567,0.0,0.0,185856.810906484,95462.8126883417,0.0,0.0,0.0,0.0,0.0,2699118.65823416,-0.62,1011.132,25.306666666666665,-1.096666666666667,0.3997249266666667,-0.32875,-1.645,-1.782,4.97808238863945,-0.6286858665220665,31.665613395064625,1320000.0,1724676.0,1528086.0,4572762.0,0,0,0,0,0,0,1
2012,2699118.65823416,0.0,3.98584104763217e-09,7.06639253085304e-06,7.97167830176682e-09,0.0,1790.49883733936,1307145.75974909,1145264.91041637,16183.7096447736,0.0,0.0,175481.710702606,52955.2014198191,296.867457078919,0.0,0.0,0.0,0.0,3286868.2631641,0.27,1010.324,25.83333333333333,-0.1583333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,3.803842842578888,-1.8029254125826288,31.83025782143892,1800000.0,1320000.0,1724676.0,4844676.0,0,0,0,0,0,0,1
2013,3286868.2631641,0.0,0.0,2.91727049257215e-09,0.0,0.0,41826.1110899922,1383003.78793125,1776719.85379418,1275.51125372052,0.0,1627.16863483966,47806.7037893441,34609.1266707675,0.0,0.0,0.0,0.0,0.0,7169894.75866743,-0.12,1010.312,26.35333333333333,-0.6233333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,5.305785238742828,-0.3009830164186882,31.74731499401491,1098006.0,1800000.0,1320000.0,4218006.0,0,0,0,0,0,0,1
2014,7169894.75866743,0.0,0.0,6300.60752738451,7.83242827854321e-09,0.0,10412.3229927235,4798046.78956287,2057086.57297164,20585.2561213869,0.0,1237.6418262591,209067.537679206,67158.0299859483,0.0,0.0,0.0,0.0,0.0,5019585.22518768,-0.57,1009.804,26.326666666666668,0.0383333333333333,-0.7239368633333333,0.439,-0.4325,0.468,6.838876903057098,1.2321086478955818,31.63939226919145,764211.0,1098006.0,1800000.0,3662217.0,0,0,0,0,0,0,1
2015,5019585.22518768,0.0,0.0,9.015806284141411e-09,0.0,0.0,77215.2477707544,2666460.35145896,1989083.34850118,8.066684444413091e-09,0.0,2945.87341413578,214841.857614901,68012.3118230094,1026.23460472441,0.0,0.0,0.0,0.0,6384574.62892979,0.34,1007.862,27.27,1.5233333333333334,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,7.051612854003906,1.4448445988423897,31.53939086287769,1183348.0,764211.0,1098006.0,3045565.0,0,0,0,0,0,0,1
